"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Steam Marines","0","0","7","0","0.43","0.43","0.06","0.07","-16.7","0.06","0.08","89","0.21","2014-08-05","253630"
"Rex Rocket","0","0","9","0","0.48","0.48","0.05","0.03","40.0","0.05","0.04","95","0.22","2014-08-05","288020"
"Sacred 3","0","0","11","0","0.53","0.53","0.05","0.04","20.0","0.05","0.05","191","0.26","2014-08-05","247950"
"Memories of a Vagabond","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","591","0.13","2014-08-04","307070"
"Lantern Forge","0","0","6","0","2.35","2.35","0.39","0.20","48.7","10.78","0.13","18","1.02","2014-08-04","314380"
"Road Not Taken","0","0","9","0","0.47","0.47","0.05","0.05","0.0","1.44","0.10","95","0.22","2014-08-04","293740"
"The Maker's Eden","0","0","6","0","0.41","0.41","0.07","0.04","42.9","0.04","0.14","39","0.18","2014-08-04","313360"
"Heavy Bullets","0","0","7","0","0.42","0.42","0.06","0.05","16.7","0.06","0.66","117","0.21","2014-08-04","297120"
"Spud's Quest","0","0","6","0","0.84","0.84","0.14","N/A","0.0","5.68","1.61","13","0.37","2014-08-04","315610"
"Z Steel Soldiers","0","0","10","0","0.48","0.48","0.05","0.03","40.0","0.04","0.04","122","0.22","2014-08-04","275510"
"Crazy Plant Shop","0","0","6","0","0.38","0.38","0.06","0.06","0.0","0.05","0.04","82","0.16","2014-08-04","292200"
"Strike Vector","0","0","6","0","0.38","0.38","0.06","0.05","16.7","0.18","0.19","108","0.16","2014-08-04","246700"
"Northmark: Hour of the Wolf","0","0","5","0","0.37","0.37","0.07","0.06","14.3","0.10","0.06","57","0.18","2014-08-02","307010"
"Blackbay Asylum","0","0","6","0","0.36","0.36","0.06","0.04","33.3","0.03","0.03","117","0.16","2014-08-01","313140"
"The Sun at Night","0","0","7","0","0.45","0.45","0.06","0.04","33.3","0.10","0.04","56","0.21","2014-08-01","314570"
"Residue: Final Cut","0","0","9","0","0.45","0.45","0.05","0.03","40.0","0.42","0.06","74","0.22","2014-08-01","265790"
"Time Mysteries 2: The Ancient Spectres","0","0","6","0","0.47","0.47","0.08","0.05","37.5","0.04","0.04","78","0.21","2014-08-01","313650"
"Vlad the Impaler","0","0","11","0","1.37","1.37","0.12","0.11","8.3","0.13","1.25","36","0.63","2014-07-31","295850"
"Pure Pool","0","0","10","0","0.95","0.95","0.10","0.15","-50.0","0.10","0.87","36","0.43","2014-07-31","300610"
"Flower Shop: Winter In Fairbrook","0","0","5","0","0.61","0.61","0.12","0.16","-33.3","1.49","0.04","54","0.31","2014-07-31","311680"
"Colin McRae Rally","0","0","8","0","0.58","0.58","0.07","0.05","28.6","0.04","0.03","142","0.24","2014-07-31","287340"
"Making History: The Great War","0","0","8","0","1.15","1.15","0.14","0.14","0.0","0.50","1.11","46","0.49","2014-07-30","279140"
"Aura Kingdom","0","0","8","0","0.82","0.82","0.10","0.09","10.0","0.08","0.71","99","0.35","2014-07-30","268420"
"Hacker Evolution - Untold","0","0","5","0","0.51","0.51","0.10","0.06","40.0","0.04","0.03","105","0.26","2014-07-29","70110"
"Suguri","0","0","5","0","0.67","0.67","0.13","0.10","23.1","0.12","0.07","26","0.34","2014-07-29","262240"
"Acceleration of Suguri X-Edition","0","0","5","0","0.43","0.43","0.09","0.08","11.1","0.06","0.56","38","0.23","2014-07-29","265170"
"The Legend of Heroes: Trails in the Sky","0","0","13","0","1.08","1.08","0.08","0.08","0.0","0.06","0.55","155","0.49","2014-07-29","251150"
"Overruled!","0","0","8","0","0.44","0.44","0.06","0.09","-50.0","0.85","0.37","37","0.21","2014-07-28","297740"
"Shank 2","0","0","7","0","0.38","0.38","0.05","0.03","40.0","0.03","0.03","197","0.17","2014-07-28","102840"
"Rabbit Hole 3D: Steam Edition","0","0","6","0","0.41","0.41","0.07","0.05","28.6","0.06","0.09","52","0.18","2014-07-28","283660"
"Nicole (otome version)","0","0","5","0","0.62","0.62","0.12","0.08","33.3","0.15","0.07","39","0.31","2014-07-28","307190"
"McDROID","0","0","6","0","0.89","0.89","0.15","0.21","-40.0","1.44","1.31","29","0.39","2014-07-28","252970"
"The Room","0","0","5","0","0.39","0.39","0.08","0.06","25.0","0.04","0.04","369","0.21","2014-07-28","288160"
"N.P.P.D. RUSH - The milk of Ultra violet","0","0","5","0","0.29","0.29","0.06","0.04","33.3","0.03","0.04","260","0.16","2014-07-27","270090"
"Back to Bed","0","0","6","0","0.27","0.27","0.05","0.02","60.0","0.03","0.03","1293","0.13","2014-07-26","308040"
"Toxic Bunny HD","0","0","6","0","0.48","0.48","0.08","0.09","-12.5","0.11","0.27","26","0.21","2014-07-25","305010"
"DARK BLOOD ONLINE","0","0","5","0","1.37","1.37","0.27","2.92","-981.5","2.99","1.87","44","0.70","2014-07-25","267790"
"Gods Will Be Watching","0","0","7","0","0.32","0.32","0.05","0.03","40.0","0.04","0.04","191","0.17","2014-07-24","274290"
"The Last Door - Collector's Edition","0","0","6","0","0.44","0.44","0.07","0.05","28.6","0.03","1.28","73","0.18","2014-07-24","284390"
"Battle Mages: Sign of Darkness","0","0","5","0","0.50","0.50","0.10","0.08","20.0","0.05","0.03","29","0.26","2014-07-24","311060"
"Pineview Drive","0","0","6","0","0.56","0.56","0.09","0.06","33.3","0.05","0.03","64","0.23","2014-07-24","288880"
"Mount Your Friends","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.04","0.04","181","0.16","2014-07-24","296470"
"Dungeon Defenders Eternity","0","0","9","0","0.50","0.50","0.06","0.05","16.7","0.07","0.06","162","0.26","2014-07-22","302270"
"Point Perfect","0","0","6","0","0.66","0.66","0.11","0.06","45.5","0.08","0.12","21","0.29","2014-07-21","303840"
"Time of Fury","0","0","8","0","0.97","0.97","0.12","0.18","-50.0","0.06","1.18","42","0.42","2014-07-19","303910"
"LogiGun","0","0","6","0","0.94","0.94","0.16","0.62","-287.5","0.20","0.24","29","0.42","2014-07-18","308360"
"Deadbreed®","0","0","9","0","0.38","0.38","0.04","0.02","50.0","0.06","0.06","332","0.17","2014-07-18","277950"
"Obludia","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.06","0.03","55","0.18","2014-07-18","314290"
"Pressured","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","174","0.13","2014-07-18","292620"
"Heileen 3: New Horizons","0","0","12","0","0.86","0.86","0.07","0.05","28.6","0.22","0.63","42","0.37","2014-07-18","305490"
"Chicken Invaders 4","0","0","7","0","1.06","1.06","0.15","0.21","-40.0","0.18","0.72","44","0.52","2014-07-18","301300"
"The Elder Scrolls Online","0","0","8","0","0.49","0.49","0.06","0.05","16.7","0.05","0.07","1882","0.21","2014-07-17","306130"
"Galactic Arms Race","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.03","0.03","56","0.18","2014-07-17","249610"
"Blockstorm","0","0","7","0","0.35","0.35","0.05","0.03","40.0","0.03","0.03","498","0.17","2014-07-17","263060"
"Spoiler Alert","0","0","6","0","0.28","0.28","0.05","0.03","40.0","0.03","0.03","181","0.13","2014-07-17","283230"
"Toy Soldiers: Complete","0","0","12","0","0.72","0.72","0.06","0.04","33.3","0.12","0.21","84","0.31","2014-07-17","262120"
"Magic 2015","0","0","6","0","0.47","0.47","0.08","0.12","-50.0","0.06","0.72","167","0.21","2014-07-16","255420"
"Super Lemonade Factory","0","0","5","0","0.48","0.48","0.10","0.05","50.0","0.19","0.03","35","0.26","2014-07-16","307270"
"Racer 8","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","1248","0.13","2014-07-16","292380"
"Shantae: Risky's Revenge - Director's Cut","0","0","12","0","0.57","0.57","0.05","0.04","20.0","0.07","0.05","142","0.26","2014-07-15","277890"
"House of 1000 Doors: The Palm of Zoroaster Collector's Edition","0","0","6","0","0.38","0.38","0.06","0.04","33.3","0.15","0.03","123","0.16","2014-07-15","302120"
"House of 1,000 Doors - Family Secrets","0","0","6","0","0.37","0.37","0.06","0.04","33.3","0.17","0.16","138","0.16","2014-07-15","286500"
"Abyss Odyssey","0","0","8","0","0.42","0.42","0.05","0.03","40.0","0.04","0.04","166","0.17","2014-07-15","255070"
"Aperture Tag: The Paint Gun Testing Initiative","0","0","5","0","0.35","0.35","0.07","0.07","0.0","0.07","0.05","184","0.18","2014-07-15","280740"
"Light","0","0","6","0","0.50","0.50","0.08","0.06","25.0","0.09","0.13","48","0.21","2014-07-15","271730"
"Rooks Keep","0","0","6","0","0.50","0.50","0.08","0.04","50.0","0.05","0.32","48","0.21","2014-07-15","299440"
"The Nightmare Cooperative","0","0","6","0","0.38","0.38","0.06","0.04","33.3","0.03","0.04","80","0.16","2014-07-15","310070"
"Hacker Evolution","0","0","5","0","0.41","0.41","0.08","0.04","50.0","0.03","0.11","95","0.21","2014-07-14","70100"
"Super Panda Adventures","0","0","6","0","0.36","0.36","0.06","0.04","33.3","0.59","0.06","71","0.16","2014-07-14","311190"
"Pivvot","0","0","5","0","0.73","0.73","0.15","0.11","26.7","0.23","0.06","22","0.39","2014-07-14","293900"
"AR-K","0","0","6","0","0.39","0.39","0.07","0.04","42.9","0.04","0.15","116","0.18","2014-07-14","269890"
"The Counting Kingdom","0","0","8","0","7.74","7.74","0.97","0.40","58.8","0.18","2.47","19","3.37","2014-07-14","302750"
"Lucius","0","0","6","0","0.47","0.47","0.08","0.05","37.5","0.03","0.03","213","0.21","2014-07-13","218640"
"So Many Me","0","0","7","0","0.86","0.86","0.12","0.20","-66.7","1.25","1.56","25","0.42","2014-07-13","260530"
"Zoo Rampage","0","0","7","0","0.62","0.62","0.09","0.08","11.1","0.61","0.94","25","0.31","2014-07-11","312900"
"Terrian Saga: KR-17","0","0","5","0","0.36","0.36","0.07","0.07","0.0","0.05","0.18","53","0.18","2014-07-11","278640"
"Cyto","0","0","5","0","0.38","0.38","0.08","0.07","12.5","0.13","0.05","65","0.21","2014-07-11","302650"
"9 Clues: The Secret of Serpent Creek","0","0","6","0","0.38","0.38","0.06","0.05","16.7","0.12","0.03","155","0.16","2014-07-11","284870"
"Broken Sword 5 - the Serpent's Curse","0","0","6","0","0.36","0.36","0.06","0.04","33.3","0.05","0.05","161","0.16","2014-07-11","262940"
"Quest for Infamy","0","0","8","0","0.44","0.44","0.05","0.03","40.0","0.05","0.04","132","0.17","2014-07-10","264560"
"Stained","0","0","5","0","1.80","1.80","0.36","0.27","25.0","2.43","1.01","21","0.94","2014-07-10","302870"
"Millennium 2 - Take Me Higher","0","0","6","0","0.44","0.44","0.07","0.07","0.0","0.10","0.08","30","0.18","2014-07-10","298820"
"Detective Case and Clown Bot in: Murder in the Hotel Lisbon","0","0","8","0","0.42","0.42","0.05","0.03","40.0","0.08","0.05","93","0.17","2014-07-10","297290"
"Dragon's Prophet (EU)","0","0","15","0","1.77","1.77","0.12","0.08","33.3","0.08","1.17","58","0.83","2014-07-10","259020"
"Damned","0","0","7","0","0.39","0.39","0.06","0.03","50.0","0.05","0.05","140","0.21","2014-07-10","251170"
"The Red Solstice","0","0","6","0","0.26","0.26","0.04","0.03","25.0","0.03","0.03","1391","0.10","2014-07-10","265590"
"Whispering Willows","0","0","6","0","0.51","0.51","0.09","0.05","44.4","0.04","0.04","63","0.23","2014-07-09","288060"
"Robot Rescue Revolution","0","0","6","0","0.47","0.47","0.08","0.05","37.5","0.05","0.10","48","0.21","2014-07-09","284200"
"Warface","0","0","7","0","0.43","0.43","0.06","0.06","0.0","0.06","0.06","1007","0.21","2014-07-09","291480"
"Deponia: The Complete Journey","0","0","8","0","0.32","0.32","0.04","0.03","25.0","0.03","0.03","4730","0.14","2014-07-09","292910"
"Reversion - The Meeting","0","0","8","0","0.36","0.36","0.04","0.02","50.0","0.03","0.03","162","0.14","2014-07-08","281060"
"Crystals of Time","0","0","6","0","0.27","0.27","0.05","0.03","40.0","0.03","0.04","680","0.13","2014-07-08","306410"
"Q*bert: Rebooted","0","0","6","0","1.08","1.08","0.18","0.17","5.6","1.48","0.50","18","0.47","2014-07-08","285960"
"Claire","0","0","5","0","0.43","0.43","0.09","0.06","33.3","0.06","0.04","72","0.23","2014-07-07","252830"
"Three Dead Zed","0","0","7","0","0.33","0.33","0.05","0.04","20.0","0.06","0.04","150","0.17","2014-07-07","291390"
"Papers, Please","0","0","8","0","0.45","0.45","0.06","0.04","33.3","0.06","0.05","1089","0.21","2014-07-04","239030"
"Asteria","0","0","6","0","0.53","0.53","0.09","0.08","11.1","0.03","0.16","41","0.23","2014-07-04","307130"
"Victim of Xen","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.05","0.03","64","0.16","2014-07-03","300220"
"School Bus Fun","0","0","13","0","0.94","0.94","0.07","0.09","-28.6","0.56","0.03","40","0.43","2014-07-03","301990"
"Aeon Command","0","0","5","0","0.68","0.68","0.14","0.14","0.0","0.03","1.23","47","0.37","2014-07-03","304670"
"Tribloos 2","0","0","8","0","0.35","0.35","0.04","0.03","25.0","0.03","0.03","180","0.14","2014-07-03","271550"
"Kick-Ass 2","0","0","7","0","1.15","1.15","0.16","0.21","-31.2","0.15","1.35","27","0.56","2014-07-02","304170"
"Supreme Ruler 1936","0","0","9","0","0.96","0.96","0.11","0.09","18.2","0.07","1.06","81","0.48","2014-07-02","244410"
"Advent Rising","0","0","11","0","0.51","0.51","0.05","0.04","20.0","0.10","0.12","141","0.26","2014-07-02","3800"
"The Escapists","0","0","5","0","0.33","0.33","0.07","0.04","42.9","0.05","0.05","409","0.18","2014-07-02","298630"
"Carmageddon Max Pack","0","0","8","0","0.78","0.78","0.10","0.24","-140.0","0.31","0.36","77","0.35","2014-07-01","282010"
"Real Boxing™","0","0","9","0","0.48","0.48","0.05","0.03","40.0","0.03","0.08","126","0.22","2014-07-01","296770"
"Echelon","0","0","5","0","0.40","0.40","0.08","0.06","25.0","0.04","0.04","50","0.21","2014-07-01","311080"
"Monsters Ate My Birthday Cake","0","0","6","0","1.15","1.15","0.19","0.33","-73.7","2.41","1.92","23","0.50","2014-06-30","297590"
"Divinity: Original Sin (Classic)","0","0","6","0","0.36","0.36","0.06","0.04","33.3","0.07","0.05","269","0.16","2014-06-30","230230"
"Magicians & Looters","0","0","6","0","0.37","0.37","0.06","0.04","33.3","0.27","0.03","77","0.16","2014-06-29","284180"
"Fading Hearts","0","0","10","0","1.13","1.13","0.11","0.10","9.1","0.82","0.10","43","0.48","2014-06-29","259720"
"Bot Colony","0","0","6","0","1.37","1.37","0.23","0.11","52.2","0.11","1.79","17","0.60","2014-06-27","263040"
"Sniper Elite 3","0","0","9","0","0.47","0.47","0.05","0.03","40.0","0.05","0.05","621","0.22","2014-06-27","238090"
"Freedom Planet","0","0","9","0","0.52","0.52","0.06","0.04","33.3","0.24","0.07","173","0.26","2014-06-27","248310"
"Planet Alcatraz","0","0","6","0","0.39","0.39","0.07","0.04","42.9","0.03","0.04","61","0.18","2014-06-27","289420"
"GRID Autosport","0","0","10","0","0.54","0.54","0.05","0.03","40.0","0.05","0.06","211","0.22","2014-06-24","255220"
"Fancy Skulls","0","0","7","0","0.81","0.81","0.12","0.11","8.3","0.66","1.27","30","0.42","2014-06-24","307090"
"7,62 High Calibre","0","0","6","0","0.35","0.35","0.06","0.06","0.0","0.03","0.03","86","0.16","2014-06-23","289890"
"Shattered Planet","0","0","8","0","0.42","0.42","0.05","0.03","40.0","0.08","0.09","154","0.17","2014-06-22","305640"
"Unrest","0","0","6","0","0.37","0.37","0.06","0.09","-50.0","0.05","0.05","37","0.16","2014-06-21","292400"
"Munin","0","0","9","0","0.45","0.45","0.05","0.03","40.0","0.04","0.05","124","0.22","2014-06-21","281750"
"Franchise Hockey Manager 2014","0","0","8","0","1.01","1.01","0.13","0.16","-23.1","0.05","1.35","47","0.45","2014-06-20","299890"
"Adventurezator: When Pigs Fly","0","0","6","0","0.38","0.38","0.06","0.05","16.7","0.10","0.08","32","0.16","2014-06-20","300280"
"Life Goes On","0","0","6","0","0.39","0.39","0.07","0.04","42.9","0.04","0.05","187","0.18","2014-06-19","250050"
"Super Killer Hornet: Resurrection","0","0","10","0","0.40","0.40","0.04","0.02","50.0","0.03","0.03","834","0.17","2014-06-19","271860"
"Pro Cycling Manager 2014","0","0","11","0","0.64","0.64","0.06","0.08","-33.3","0.37","0.18","118","0.31","2014-06-19","255260"
"Resonance","0","0","6","0","0.46","0.46","0.08","0.05","37.5","0.06","0.05","55","0.21","2014-06-19","212050"
"Shovel Knight: Treasure Trove","0","0","8","0","0.47","0.47","0.06","0.05","16.7","0.05","0.23","273","0.21","2014-06-19","250760"
"Interplanetary","0","0","8","0","0.35","0.35","0.04","0.03","25.0","0.03","0.09","276","0.14","2014-06-19","278910"
"Forge","0","0","7","0","0.54","0.54","0.08","0.06","25.0","0.07","0.17","34","0.28","2014-06-19","223390"
"The Few","0","0","8","0","0.42","0.42","0.05","0.03","40.0","0.03","0.04","54","0.17","2014-06-18","300320"
"AI War: Fleet Command","0","0","6","0","0.26","0.26","0.04","0.03","25.0","0.04","0.04","1343","0.10","2014-06-18","40400"
"Infinity Runner","0","0","14","0","1.41","1.41","0.10","0.08","20.0","2.38","0.71","24","0.61","2014-06-18","279920"
"Beyond Space","0","0","5","0","0.55","0.55","0.11","0.10","9.1","0.10","0.23","55","0.29","2014-06-18","297100"
"Guns'N'Zombies","0","0","6","0","0.38","0.38","0.06","0.05","16.7","0.03","0.03","101","0.16","2014-06-17","264300"
"Hard Truck: Apocalypse Rise Of Clans / Ex Machina: Meridian 113","0","0","7","0","0.40","0.40","0.06","0.04","33.3","0.05","0.10","82","0.21","2014-06-17","286810"
"8BitMMO","0","0","6","0","0.82","0.82","0.14","0.13","7.1","0.76","0.93","41","0.37","2014-06-16","250420"
"Faery - Legends of Avalon","0","0","5","0","0.43","0.43","0.09","0.08","11.1","0.05","0.06","154","0.23","2014-06-16","303790"
"Rhythm Destruction","0","0","6","0","0.35","0.35","0.06","0.05","16.7","0.22","0.12","125","0.16","2014-06-16","301540"
"Woodle Tree Adventures","0","0","6","0","0.26","0.26","0.04","0.02","50.0","0.03","0.04","552","0.10","2014-06-16","299460"
"Bloodbath","0","0","6","0","0.60","0.60","0.10","0.13","-30.0","0.05","1.83","36","0.26","2014-06-16","304150"
"The Entente Gold","0","0","5","0","0.34","0.34","0.07","0.05","28.6","0.30","0.03","58","0.18","2014-06-16","285480"
"Battle Group 2","0","0","15","0","0.74","0.74","0.05","0.03","40.0","0.04","0.08","145","0.35","2014-06-13","277490"
"Space Run","0","0","7","0","0.36","0.36","0.05","0.04","20.0","0.07","0.06","158","0.17","2014-06-13","275670"
"Viktor","0","0","8","0","0.54","0.54","0.07","0.05","28.6","0.05","0.22","38","0.24","2014-06-13","296730"
"Dungeon of Elements","0","0","5","0","0.26","0.26","0.05","0.03","40.0","0.03","0.03","328","0.13","2014-06-12","302310"
"Rise of Nations: Extended Edition","0","0","6","0","0.38","0.38","0.06","0.04","33.3","0.06","0.11","233","0.16","2014-06-12","287450"
"Final Slam 2","0","0","8","0","0.44","0.44","0.05","0.03","40.0","0.05","0.03","121","0.17","2014-06-12","291330"
"Ichi","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.04","0.03","127","0.18","2014-06-12","300300"
"Eets Munchies","0","0","6","0","0.40","0.40","0.07","0.05","28.6","0.04","0.03","110","0.18","2014-06-11","214550"
"Heileen 2: The Hands Of Fate","0","0","9","0","0.94","0.94","0.10","0.11","-10.0","0.06","0.07","32","0.43","2014-06-11","305480"
"Pulstar","0","0","8","0","1.20","1.20","0.15","0.16","-6.7","0.78","0.32","35","0.52","2014-06-11","280460"
"Crimsonland","0","0","7","0","0.45","0.45","0.06","0.06","0.0","0.03","0.38","165","0.21","2014-06-11","262830"
"Spy Chameleon - RGB Agent","0","0","5","0","0.40","0.40","0.08","0.05","37.5","0.05","0.03","88","0.21","2014-06-11","297490"
"Defy Gravity","0","0","5","0","0.29","0.29","0.06","0.04","33.3","0.03","0.36","449","0.16","2014-06-11","96100"
"Infinite Game Works Episode 0","0","0","5","0","1.18","1.18","0.24","0.20","16.7","0.09","1.79","36","0.63","2014-06-11","302290"
"Pixel Piracy","0","0","15","0","0.56","0.56","0.04","0.02","50.0","0.05","0.10","457","0.28","2014-06-10","264140"
"Reversion - The Escape","0","0","9","0","0.46","0.46","0.05","0.03","40.0","0.07","0.03","182","0.22","2014-06-10","270570"
"Kill The Bad Guy","0","0","6","0","0.38","0.38","0.06","0.04","33.3","0.04","0.04","118","0.16","2014-06-10","293940"
"Shadows on the Vatican - Act I: Greed","0","0","6","0","0.30","0.30","0.05","0.03","40.0","0.03","0.04","179","0.13","2014-06-09","286360"
"Dead Bits","0","0","7","0","0.28","0.28","0.04","0.02","50.0","0.03","0.03","2568","0.14","2014-06-07","303390"
"Swipecart","0","0","5","0","0.34","0.34","0.07","0.04","42.9","0.03","0.03","64","0.18","2014-06-07","295930"
"The Lost Crown","0","0","12","0","0.64","0.64","0.05","0.08","-60.0","0.08","0.05","95","0.26","2014-06-07","291710"
"Crimzon Clover  WORLD IGNITION","0","0","8","0","0.44","0.44","0.06","0.03","50.0","0.04","0.03","164","0.21","2014-06-06","285440"
"Heileen 1: Sail Away","0","0","5","0","0.54","0.54","0.11","0.14","-27.3","0.05","0.05","37","0.29","2014-06-06","302950"
"Chronology","0","0","6","0","0.34","0.34","0.06","0.04","33.3","0.03","0.03","118","0.16","2014-06-06","269330"
"Carnage Racing","0","0","6","0","0.51","0.51","0.09","0.11","-22.2","0.64","0.15","51","0.23","2014-06-06","228940"
"Haunt the House: Terrortown","0","0","5","0","0.39","0.39","0.08","0.05","37.5","0.19","0.08","129","0.21","2014-06-06","270630"
"GhostControl Inc.","0","0","8","0","0.55","0.55","0.07","0.06","14.3","2.18","0.91","37","0.24","2014-06-06","280540"
"MURDERED: SOUL SUSPECT™","0","0","7","0","0.38","0.38","0.05","0.03","40.0","0.04","0.04","440","0.17","2014-06-06","233290"
"BIT.TRIP FLUX","0","0","5","0","0.59","0.59","0.12","0.06","50.0","0.21","0.24","22","0.31","2014-06-05","205090"
"EPOCH","0","0","8","0","0.61","0.61","0.08","0.13","-62.5","0.53","0.27","23","0.28","2014-06-05","270510"
"Enigmatis 2: The Mists of Ravenwood","0","0","6","0","0.38","0.38","0.06","0.06","0.0","0.03","0.25","118","0.16","2014-06-05","284770"
"Richard & Alice","0","0","9","0","0.48","0.48","0.05","0.05","0.0","0.20","0.04","67","0.22","2014-06-05","279260"
"The Happy Hereafter","0","0","5","0","0.50","0.50","0.10","0.07","30.0","0.10","0.04","73","0.26","2014-06-05","306200"
"Pixel Puzzles: UndeadZ","0","0","12","0","0.47","0.47","0.04","0.02","50.0","0.03","0.03","1366","0.21","2014-06-05","285010"
"Angry Birds Space","0","0","9","0","1.17","1.17","0.13","0.13","0.0","1.04","0.20","34","0.57","2014-06-05","210550"
"BloodRayne 2","0","0","5","0","0.69","0.69","0.14","0.20","-42.9","0.06","0.05","51","0.37","2014-06-05","3820"
"BloodRayne","0","0","5","0","0.64","0.64","0.13","0.21","-61.5","0.11","0.21","64","0.34","2014-06-05","3810"
"BIT.TRIP BEAT","0","0","5","0","0.64","0.64","0.13","0.10","23.1","0.10","0.04","80","0.34","2014-06-04","63700"
"BIT.TRIP VOID","0","0","5","0","0.66","0.66","0.13","0.10","23.1","0.09","0.53","18","0.34","2014-06-04","205070"
"Concursion","0","0","6","0","0.70","0.70","0.12","0.09","25.0","1.67","0.03","21","0.31","2014-06-04","303340"
"Splatter - Blood Red Edition","0","0","7","0","0.34","0.34","0.05","0.03","40.0","0.03","0.05","192","0.17","2014-06-04","281920"
"BIT.TRIP CORE","0","0","5","0","0.59","0.59","0.12","0.07","41.7","0.18","0.68","24","0.31","2014-06-04","205060"
"Noir Syndrome","0","0","5","0","0.46","0.46","0.09","0.08","11.1","0.06","0.04","54","0.23","2014-06-04","299780"
"Element4l","0","0","5","0","0.40","0.40","0.08","0.07","12.5","0.05","0.08","48","0.21","2014-06-04","235820"
"Panzar","0","0","8","0","0.87","0.87","0.11","0.08","27.3","0.27","0.48","32","0.38","2014-06-03","240320"
"QuestRun","0","0","15","0","0.55","0.55","0.04","0.02","50.0","0.03","0.03","419","0.28","2014-06-02","286120"
"Backstage Pass","0","0","12","0","0.88","0.88","0.07","0.08","-14.3","0.25","0.23","59","0.37","2014-05-31","288220"
"Braveland","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.03","0.03","11605","0.13","2014-05-31","285800"
"The Campaign Series: Fall Weiss","0","0","9","0","0.56","0.56","0.06","0.04","33.3","0.31","0.33","66","0.26","2014-05-31","283020"
"Ampu-Tea","0","0","5","0","0.28","0.28","0.06","0.03","50.0","0.03","0.03","353","0.16","2014-05-31","289090"
"Xenonauts","0","0","13","0","0.56","0.56","0.04","0.03","25.0","0.08","0.06","213","0.24","2014-05-30","223830"
"Battle Mages","0","0","5","0","0.46","0.46","0.09","0.08","11.1","0.05","0.06","42","0.23","2014-05-30","302470"
"Lost Marbles","0","0","8","0","0.58","0.58","0.07","0.05","28.6","0.06","0.45","219","0.24","2014-05-30","291430"
"Among the Sleep","0","0","6","0","0.36","0.36","0.06","0.04","33.3","0.05","0.05","139","0.16","2014-05-30","250620"
"Astebreed: Definitive Edition","0","0","8","0","0.73","0.73","0.09","0.12","-33.3","0.13","1.19","108","0.31","2014-05-30","283680"
"Spirited Heart Deluxe","0","0","13","0","1.04","1.04","0.08","0.11","-37.5","0.24","1.71","26","0.49","2014-05-30","293920"
"Anomaly Defenders","0","0","5","0","0.40","0.40","0.08","0.07","12.5","0.03","0.04","119","0.21","2014-05-29","294750"
"Monochroma","0","0","6","0","0.34","0.34","0.06","0.05","16.7","0.59","0.04","87","0.16","2014-05-28","265830"
"The Dream Machine","0","0","6","0","0.48","0.48","0.08","0.05","37.5","0.04","0.04","128","0.21","2014-05-28","94300"
"Hard Truck Apocalypse / Ex Machina","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.03","0.04","153","0.18","2014-05-28","285500"
"Pixel Boy and the Ever Expanding Dungeon","0","0","5","0","0.37","0.37","0.07","0.05","28.6","0.06","0.18","67","0.18","2014-05-27","263080"
"ReignMaker","0","0","6","0","0.29","0.29","0.05","0.03","40.0","0.03","0.04","608","0.13","2014-05-27","286200"
"FINAL FANTASY III","0","0","9","0","0.78","0.78","0.09","0.12","-33.3","0.13","0.13","157","0.39","2014-05-27","239120"
"ibb & obb","0","0","8","0","0.43","0.43","0.05","0.04","20.0","0.09","0.05","191","0.17","2014-05-26","95400"
"Perimeter","0","0","5","0","0.33","0.33","0.07","0.04","42.9","0.03","0.08","133","0.18","2014-05-23","289440"
"They Breathe","0","0","7","0","0.54","0.54","0.08","0.06","25.0","0.36","0.03","57","0.28","2014-05-23","294140"
"Frederic: Evil Strikes Back","0","0","6","0","0.31","0.31","0.05","0.03","40.0","0.03","0.03","120","0.13","2014-05-23","301200"
"Tropico 5","0","0","7","0","0.28","0.28","0.04","0.03","25.0","0.05","0.15","1423","0.14","2014-05-23","245620"
"Betrayer","0","0","6","0","0.43","0.43","0.07","0.05","28.6","0.04","0.06","164","0.18","2014-05-23","243120"
"Killer is Dead","0","0","6","0","0.29","0.29","0.05","0.03","40.0","0.03","0.03","1183","0.13","2014-05-23","261110"
"White Noise Online","0","0","8","0","0.45","0.45","0.06","0.04","33.3","0.07","0.15","90","0.21","2014-05-22","293860"
"Ballad of Solar","0","0","5","0","0.56","0.56","0.11","0.11","0.0","0.08","0.04","39","0.29","2014-05-22","302490"
